Name,Address,LinkedIn,Website,Email,Lawyers,Lawfields
Anette Gräfin v. Roedern,"Eichteilstr. 19, 86899 Landsberg am Lech",https://www.anwalt.de/anette-graefin-v-roedern,http://www.lichtenstern.partners/,info@lichtenstern.partners,,Erbrecht •  • Mediation • Unterhaltsrecht
Dölle & Partner,"Brombergstr. 17c, 79102 Freiburg im Breisgau",https://de.linkedin.com/in/stefan-d%C3%B6lle-86b14b93,http://www.ra-doelle.de/,freiburg@ra-doelle.de,Christoph Buck; Christian Lichy; Barbara Herr; Mirjam Demel; Mirko Gerke,Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Sozialrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Baurecht & Architektenrecht • Kaufrecht • Schadensersatzrecht & Schmerzensgeldrecht • Grundstücksrecht & Immobilienrecht • Allgemeines Vertragsrecht • Erbrecht • Betreuungsrecht • IT-Recht • Ordnungswidrigkeitenrecht • Urheberrecht & Medienrecht • Unternehmensrecht & Betriebsnachfolge • Strafrecht • Reiserecht • Forderungseinzug & Inkassorecht • Markenrecht
Kanzlei DSSD,"Landauer Str. 66, 67433 Neustadt an der Weinstraße",https://www.linkedin.com/in/rose-melody-a28b42293,http://www.kanzlei-dssd.de/,kontakt@kanzlei-dssd.de,Matthias Schwab; Anke H. Schumann; Herbert J. Doll,• Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verwaltungsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Mietrecht & Wohnungseigentumsrecht • Wirtschaftsrecht • Beamtenrecht • Grundstücksrecht & Immobilienrecht • Zivilrecht • Allgemeines Vertragsrecht • Werkvertragsrecht • Wettbewerbsrecht • Ausländerrecht & Asylrecht • Erbrecht
Rechtsanwaltskanzlei Wulf & Collegen,"Breite Str. 53-54, 39576 Hansestadt Stendal",https://www.linkedin.com/company/rechtsanw%C3%A4lte-wulf-collegen,http://www.kanzlei-wulf.de/,info@kanzlei-wulf.de,Lars Hänig; Jan Steinmetz; Fachanwalt für Arbeitsrecht Sandro Wulf; Hendrik Lippmann; Maximilian Scholze,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht •  • Strafrecht • Mediation • Zivilrecht • Unternehmensrecht & Betriebsnachfolge • Baurecht & Architektenrecht • Allgemeines Vertragsrecht • Verkehrsrecht • Grundstücksrecht & Immobilienrecht • Ordnungswidrigkeitenrecht • Erbrecht • Wettbewerbsrecht • eBay & Recht • Handelsrecht & Gesellschaftsrecht • Markenrecht • IT-Recht
Kanzlei JMH,"Bahnhofstrasse 41, 65185 Wiesbaden",https://de.linkedin.com/company/kanzlei-jmh,https://www.kanzlei-jmh.de/,info@kanzlei-jmh.de,Jessica Müller-Horaczek; Elen Gergert; Pinar Lukac,• Fachanwaltschaft Strafrecht • Allgemeines Vertragsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Reiserecht • Mietrecht & Wohnungseigentumsrecht • Arbeitsrecht • Erbrecht • Opferhilfe • Unterhaltsrecht • Ordnungswidrigkeitenrecht • eBay & Recht • Forderungseinzug & Inkassorecht • Kaufrecht • Verkehrsrecht
Kanzlei Königstraße,"Königstr. 64, 70173 Stuttgart",https://www.linkedin.com/company/kanzlei-k-nigstra-e---rechtsanw-lte-k-ster-und-kollegen,http://www.kanzlei-koenigstrasse.de/,s.koester@kanzlei-koenigstrasse.de,Tobias Bastian; Marlene Giray-Scheel; Kerstin Herr; Steffen Köster,• Fachanwaltschaft Erbrecht • Beamtenrecht • Verwaltungsrecht • Versicherungsrecht • Unternehmensrecht & Betriebsnachfolge • Handelsrecht & Gesellschaftsrecht • Wirtschaftsrecht • Zivilprozessrecht • Mediation • Unterhaltsrecht • Allgemeines Vertragsrecht • Grundstücksrecht & Immobilienrecht
LEGALIS. Anwälte,"Alter Postplatz 15, 88400 Biberach an der Riß",https://www.linkedin.com/company/legalis---legal-talent,http://www.legalis-kanzlei.de/,info@legalis-kanzlei.de,Samuel Fischer; Jakob Ramsauer; Luca Weishaupt; Tatjana Ramsperger; Joachim Marcel Stehle,Fachanwaltschaft Strafrecht •  • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Erbrecht • Zivilrecht • Medizinrecht • Allgemeines Vertragsrecht • Arbeitsrecht • Opferhilfe • Schadensersatzrecht & Schmerzensgeldrecht • Handelsrecht & Gesellschaftsrecht • Unterhaltsrecht • Unternehmensrecht & Betriebsnachfolge
GKS Rechtsanwälte,"Morianstr. 3, 42103 Wuppertal",https://de.linkedin.com/company/gks-rechtsanwälte,https://gks-rechtsanwaelte.de/,info@gks-rechtsanwaelte.de,Meret Bischoff; Anna-Sophie Böttcher; Andreas Jäger; Daniel Junker; Charleen Pfohl,Fachanwaltschaft Strafrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verkehrsrecht • Zivilrecht • Mietrecht & Wohnungseigentumsrecht • Sozialrecht • Mediation • Recht rund ums Tier • Pferderecht • Unterhaltsrecht • Allgemeines Vertragsrecht • Grundstücksrecht & Immobilienrecht • Kaufrecht
"Rechtsanwälte Ceelen, Dr. Hutter, Stalter, Pfaudler, Dr. Veh PartGmbB","Königsgraben 17, 87700 Memmingen",https://www.anwalt.de/mm-anwaelte,https://www.mm-anwaelte.de/,info@mm-anwaelte.de,Christian Stalter; Thomas Pfaudler; Dr. Roland Veh,Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Insolvenzrecht & Sanierungsrecht • Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Erbrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Zivilrecht • Kaufrecht • Unterhaltsrecht • Allgemeines Vertragsrecht • Bankrecht & Kapitalmarktrecht • Versicherungsrecht • Schadensersatzrecht & Schmerzensgeldrecht
Etinger & Cazan Rechtsanwälte,"Prymstraße 1, 97070 Würzburg",https://www.etinger-cazan.de/,https://etinger-cazan.de/,info@etinger-cazan.de,Eva Benz; Sergej Etinger; Philipp Hofmann; Christian Cazan; Tatiana Slivina,• Fachanwaltschaft Strafrecht • Verkehrsrecht • Zivilrecht • Mietrecht & Wohnungseigentumsrecht • Erbrecht • Arbeitsrecht • Sozialrecht • Betreuungsrecht • Gewerblicher Rechtsschutz • Schadensersatzrecht & Schmerzensgeldrecht • Forderungseinzug & Inkassorecht • Allgemeines Vertragsrecht
Andreas Keller,"Höllgasse 24/26, 73614 Schorndorf",https://www.linkedin.com/in/andreaskellerny,http://www.rechtsanwaelte-khf.de/,post@rechtsanwaelte-khf.de,,Arbeitsrecht • Erbrecht •  • Strafrecht • Zivilrecht • Schadensersatzrecht & Schmerzensgeldrecht • Allgemeines Vertragsrecht
Rohmann Tekath Sobirey Rechtsanwälte Partnerschaft mbB,"Wallstr. 6, 46483 Wesel",https://de.linkedin.com/in/dr-ralf-rohmann-80174a1b1,http://www.roteso.de/,kanzlei@roteso.de,Udo Tekath; Olaf Sobirey; Dr. Ralf Rohmann,• Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Gewerblicher Rechtsschutz • Fachanwaltschaft Arbeitsrecht • Verkehrsrecht • Allgemeines Vertragsrecht
Anwaltskanzlei Landherr Rechtsanwälte und Fachanwälte,"Königstraße 50 50, 33330 Gütersloh",https://www.anwalt.de/anwaltskanzlei-landherr-rechtsanwaelte-und-fachanwaelte,http://www.ra-landherr.de/,info@ra-landherr.de,André Paul Landherr; Ulrike Weikert; Inka Kindlein-Herzog,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht •  • Reiserecht • Erbrecht • Zivilrecht • Versicherungsrecht • Allgemeines Vertragsrecht
Wichmann & Wortmann Rechtsanwälte - Notar - Fachanwälte,"Am Schilde 1, 48291 Telgte",https://www.anwalt.de/wichmann--wortmann-rechtsanwaelte---notare---fachanwaelte,https://www.rechtsanwaelte-wichmann.de/,info@rechtsanwaelte-wichmann.de,Jennifer Wortmann; Stephan Wortmann; Andreas Carl,Fachanwaltschaft Gewerblicher Rechtsschutz • Fachanwaltschaft IT-Recht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Medizinrecht • Erbrecht • Wettbewerbsrecht • Markenrecht • Arbeitsrecht • Urheberrecht & Medienrecht • Datenschutzrecht •  • Arzthaftungsrecht
Kanzlei am Burgberg,"Erzbischof-Philipp-Str. 17, 52525 Heinsberg",https://burgberg-kanzlei.de/,http://burgberg-kanzlei.de/,jm@burgberg-kanzlei.de,Wilfried Jöris; Thomas Heitzer; Alexander Staas; Philipp Croon; Jana Merten,Fachanwaltschaft Baurecht & Architektenrecht • Sozialversicherungsrecht • Verkehrsrecht •  • Erbrecht • Grundstücksrecht & Immobilienrecht • Maklerrecht • Strafrecht • Mietrecht & Wohnungseigentumsrecht • Handelsrecht & Gesellschaftsrecht • Insolvenzrecht & Sanierungsrecht • Bankrecht & Kapitalmarktrecht • Arbeitsrecht • Steuerrecht • Gewerblicher Rechtsschutz • Urheberrecht & Medienrecht
ASRA - Kanzlei für Generationen,"Möllner Landstr. 8, 22111 Hamburg",https://asra.de/,http://www.asra.de/,kanzlei@asra.de,Wolfdietrich E. Axmann; Peter R. Schulz; Stefan Buri; Marco Wingert,Betreuungsrecht • Erbrecht • Arbeitsrecht •  • Mietrecht & Wohnungseigentumsrecht • Sozialrecht • Sozialversicherungsrecht • Schwerbehindertenrecht • Pflegerecht
"Stuckensen - Hoffmann - Rössler, Rechtsanwälte Partnerschaft mbB","Ackerstr. 7, 67227 Frankenthal (Pfalz)",https://www.anwalt.de/stuckensen-hoffmann,http://www.stuckensen-ullrich.de/,mail@rae-stuckensen.de,Dr. Alexandra Stuckensen; Volker Hoffmann; Maria Magin; Götz Stuckensen,• Fachanwaltschaft Verkehrsrecht • Arbeitsrecht • Erbrecht • Reiserecht • Zivilrecht • Vereinsrecht & Verbandsrecht • Unterhaltsrecht • Verwaltungsrecht • Medizinrecht • Versicherungsrecht • Mietrecht & Wohnungseigentumsrecht • Strafrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Allgemeines Vertragsrecht
"Birr, Schneider & Partner Rechtsanwälte","Volgerstr. 54a, 21335 Lüneburg",https://de.linkedin.com/in/daniel-schneider-ba4185109,http://www.birr-schneider.de/,kanzlei@birr-schneider.de,Katja Schneider geb. Birr; Daniel Schneider; Frank Becker; Sylvia Stechow,Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Arbeitsrecht • Allgemeines Vertragsrecht • Maklerrecht • Unterhaltsrecht
Dr. Blanke | Colshorn - Rechtsanwälte und Notare,"Trift 31, 29221 Celle",https://blanke-colshorn.de/,http://www.blanke-colshorn.de/,celle@blanke-colshorn.de,Jens Barner; Kristin Kohlmeyer; Jens Mönkemeyer; Annette Kuhlmann; Dr. Thomas Brix,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Sozialrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Medizinrecht •  • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Unterhaltsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Allgemeines Vertragsrecht • eBay & Recht • Grundstücksrecht & Immobilienrecht • Erbrecht • Ordnungswidrigkeitenrecht • Kaufrecht • Arzthaftungsrecht
W&B Anwaltssozietät,"Hofkamp 86, 42103 Wuppertal",https://de.linkedin.com/in/stephan-ganssen-07a9aa10b,http://www.rawub.de/,kanzlei@rawub.de,Stefanie Beckmann; Stephan Ganssen; Sandra Doelfs; Alexander Homann; Björn Beckmann; Oliver Doelfs,• Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Strafrecht • Baurecht & Architektenrecht • Allgemeines Vertragsrecht • Opferhilfe • Pferderecht • Steuerrecht • Internationales Recht • Handelsrecht & Gesellschaftsrecht
Rechtsanwälte WUNSCH . SCHÖNAUER . LEINFELDER . DEHNE . LÜDERS und KOLLEGEN,"Hallstr. 4, 86150 Augsburg",https://www.wunschanwalt.de/,http://www.wunschanwalt.de/,info@wunschanwalt.de,Thomas Erifiu; Yasemin Gedik; Ralf Schönauer; Gamil Dehne; Petra Lüders,Fachanwaltschaft Strafrecht •  • Fachanwaltschaft Insolvenzrecht & Sanierungsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Zivilrecht • Verkehrsrecht • Arbeitsrecht • Erbrecht • Urheberrecht & Medienrecht • Allgemeines Vertragsrecht • Wirtschaftsrecht • Opferhilfe
Rechtsanwälte Bartholome Schwarzhoff Eskowitz,"Arndtstr. 55, 44135 Dortmund",https://de.linkedin.com/in/jan-peter-schwarzhoff-652013210,http://www.dortmund-anwalt.de/,bartholome@dortmund-anwalt.de,Tobias Eskowitz; Jan-Peter Schwarzhoff; Philipp Bartholomé,Fachanwaltschaft Strafrecht • Verkehrsrecht • Ausländerrecht & Asylrecht • Forderungseinzug & Inkassorecht • Schadensersatzrecht & Schmerzensgeldrecht • Allgemeines Vertragsrecht • Datenschutzrecht • Arbeitsrecht •  • Wettbewerbsrecht • IT-Recht • Zivilrecht • eBay & Recht • Ordnungswidrigkeitenrecht
Rechtsanwälte Zipper & Partner,"Wildemannstr. 4, 68723 Schwetzingen",https://www.linkedin.com/company/rechtsanwälte-zipper-&-collegen,http://www.rechtsanwalt-schwetzingen.de/,m.zipper@rechtsanwalt-schwetzingen.de,Michelle Mayer; Manfred Zipper; Frederick Pitz; Jurij Seidler; Rüdiger Zipper,Fachanwaltschaft Strafrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Verkehrsrecht • Arbeitsrecht • Verwaltungsrecht • Zivilrecht • Baurecht & Architektenrecht • Öffentliches Baurecht • Versicherungsrecht • Allgemeines Vertragsrecht • Ordnungswidrigkeitenrecht • Schadensersatzrecht & Schmerzensgeldrecht • Medizinrecht • Gewerblicher Rechtsschutz • Wirtschaftsrecht • Steuerrecht
"Biesdorf, Kram & Partner","Eurener Str. 33, 54294 Trier",https://www.linkedin.com/company/kram-&-partner,http://www.kanzlei-biesdorf.de/,anwalt@biesdorf-kram-partner.de,Daniel Gockel; Kai Biesdorf; Stefan Schubert; Christoph Weber,• Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Zivilrecht • Arbeitsrecht • Erbrecht • Unterhaltsrecht • Ordnungswidrigkeitenrecht • Forderungseinzug & Inkassorecht • Zwangsvollstreckungsrecht • Steuerrecht • Handelsrecht & Gesellschaftsrecht • Vereinsrecht & Verbandsrecht • Transportrecht & Speditionsrecht • Unternehmensrecht & Betriebsnachfolge • Verwaltungsrecht • Versicherungsrecht • Kaufrecht • Öffentliches Baurecht • Grundstücksrecht & Immobilienrecht • Allgemeines Vertragsrecht
Kanzlei Rabe / Arnold,"Lange Straße 6/1, 71332 Waiblingen",https://www.anwalt.de/kanzlei-rabe-arnold,http://www.kanzlei-rabe-arnold.de/,buero@kanzlei-rabe-arnold.de,Jens Rabe; Daniel Grau; Claudia Arnold; Kevin Schaal,Fachanwaltschaft Strafrecht •  • Erbrecht • Ordnungswidrigkeitenrecht • Zivilrecht • Opferhilfe • Verkehrsrecht • Schadensersatzrecht & Schmerzensgeldrecht
OSE STURM VOLZ Rechtsanwaltsgesellschaft mbH,"Max-Pechstein-Str 4, 67061 Ludwigshafen am Rhein",https://www.osv-anwaelte.de/,http://www.osv-anwaelte.de/,info@osv-anwaelte.de,Songül Bechtum; Roland Sturm; Andreas Volz,Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Bankrecht & Kapitalmarktrecht • Erbrecht • Vergaberecht • Grundstücksrecht & Immobilienrecht •  • Verkehrsrecht • Arbeitsrecht • Zivilrecht • Handelsrecht & Gesellschaftsrecht • Wirtschaftsrecht • Internationales Wirtschaftsrecht
Rechtsanwälte Dr. Pfennig & Wabbel und Partner,"Mittelweg 2, 38106 Braunschweig",https://www.linkedin.com/company/rechtsanwälte-dr-pfennig-wabbel-und-partner-partgmbb,http://www.bs-law.de/,info@bs-law.de,Dr. Christian Pfennig; Jürgen Wabbel; Annette Stebner; Thomas Kindel LL.M.; Thorsten Schumacher,Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft IT-Recht • Schadensersatzrecht & Schmerzensgeldrecht • Mediation • Zivilprozessrecht • Urheberrecht & Medienrecht • Grundstücksrecht & Immobilienrecht • Allgemeines Vertragsrecht
Rechtsanwälte & Notar Dr. Keller,"Muhrenkamp 11, 45468 Mülheim an der Ruhr",https://rae-drkeller.de/,http://www.rae-drkeller.de/,info@rae-drkeller.de,Dr. Christian Keller; Claudia Nußbaum; Marc Romeike,Fachanwaltschaft Erbrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht •  • Fachanwaltschaft Verkehrsrecht • Kaufrecht • Allgemeines Vertragsrecht • Sozialrecht • Zivilrecht
Rechtsanwälte Oberländer + Oberländer,"Akademiestr. 36, 63450 Hanau",https://de.linkedin.com/company/oberländer-&-oberländer-rechtsanwälte,http://www.oberlaender-hanau.de/,kanzlei@oberlaender-hanau.de,Mario Benedikt; Bettina Bauch; Peter Oberländer; Regine Oberländer,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Verkehrsrecht •  • Erbrecht • Zivilrecht • Allgemeines Vertragsrecht • Strafrecht • Ordnungswidrigkeitenrecht
"Kanzlei Wöbken, Braune & Kollegen","Anna-Vogeley-Straße 17, 21337 Lüneburg",https://www.linkedin.com/company/woebken-braune-kollegen,http://www.woebkenbraune.de/,info@woebkenbraune.de,Jörg Marquard; Hanna Modrey; Sebastian Jäkel; Nico Ramm; Hauke Wöbken,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht •  • Fachanwaltschaft Verwaltungsrecht • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Erbrecht • Bankrecht & Kapitalmarktrecht • Steuerrecht • Baurecht & Architektenrecht • Allgemeines Vertragsrecht • Grundstücksrecht & Immobilienrecht • Mediation • Reiserecht • Maklerrecht • Kaufrecht
STEINWACHS Rechtsanwaltskanzlei,"Hallerstr. 89, 20149 Hamburg",https://www.linkedin.com/company/steinwachs-rechtsanwaltskanzlei,https://www.kanzlei-steinwachs.de/,hamburg@kanzlei-steinwachs.de,Stephan Steinwachs,Grundstücksrecht & Immobilienrecht • Arbeitsrecht •  • Mietrecht & Wohnungseigentumsrecht • Verkehrsrecht • Insolvenzrecht & Sanierungsrecht • Handelsrecht & Gesellschaftsrecht • Bankrecht & Kapitalmarktrecht • Erbrecht
Rechtsanwälte Heinz • Peters • König,"Westring 295, 44629 Herne",https://www.hpk-recht.de/,http://www.hpk-recht.de/,info@hpk-recht.de,Mirco Volprecht; Kevin S. Sarwar MLaw; Joachim Heinz; Peter König; Andreas Peters,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Verkehrsrecht • Allgemeines Vertragsrecht • Ordnungswidrigkeitenrecht • Erbrecht • Zivilrecht • Strafrecht • Forderungseinzug & Inkassorecht • Schadensersatzrecht & Schmerzensgeldrecht • Kaufrecht • Grundstücksrecht & Immobilienrecht • Werkvertragsrecht • Zivilprozessrecht • Baurecht & Architektenrecht •
BERTOLL BAUER RAIM Rechtsanwälte Partnerschaft,"Georg-Hellmair-Platz 169, 86899 Landsberg am Lech",https://www.anwalt.de/bertoll-bauer-raim,http://www.2bra.de/cms/,info@2bra.de,Markus Bauer; Eleonore Raim; Miguel Bertoll,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht •  • Fachanwaltschaft Versicherungsrecht • Fachanwaltschaft Arbeitsrecht • Forderungseinzug & Inkassorecht • Schadensersatzrecht & Schmerzensgeldrecht • Pferderecht • Verkehrsrecht • Allgemeines Vertragsrecht • Grundstücksrecht & Immobilienrecht • Zivilrecht • Erbrecht • Sozialversicherungsrecht • Beamtenrecht • Sozialrecht • Arzthaftungsrecht
BridgehouseLaw Germany,"Mevissenstr. 3, 50668 Köln",https://www.linkedin.com/company/bhlgermany,https://www.bridgehouselaw.de/,kevin.villwock@bridgehouselaw.de,Kevin Benjamin Villwock; Michael Heinze LL.M.; Caitlin E. Becker; Niklas Melljes; Christian Feierabend,Fachanwaltschaft Bankrecht & Kapitalmarktrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Internationales Wirtschaftsrecht • Ausländerrecht & Asylrecht • Internationales Recht • Steuerrecht • Unternehmensrecht & Betriebsnachfolge • Mietrecht & Wohnungseigentumsrecht • Wirtschaftsrecht • Allgemeines Vertragsrecht • Zivilrecht • Schadensersatzrecht & Schmerzensgeldrecht • Erbrecht •  • Schiedsgerichtsbarkeit • Grundstücksrecht & Immobilienrecht
"Grünert, Swierczyna, König - Rechtsanwälte | Fachanwälte","Gerhart-Hauptmann-Straße 26, 99096 Erfurt",https://www.anwalt.de/gruenert-swierczyna-koenig,http://rfth.de/,info@rfth.de,Christina Wenk; Matthias Grünert; Stefan Swierczyna; Fabian König,Fachanwaltschaft Strafrecht • Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Verwaltungsrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Arbeitsrecht •  • Verkehrsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Ordnungswidrigkeitenrecht • Opferhilfe • Jagdrecht • Allgemeines Vertragsrecht • Vergaberecht • Wettbewerbsrecht • Erbrecht • Verfassungsrecht • Mietrecht & Wohnungseigentumsrecht • Öffentliches Recht
Ruhmann Peters Altmeyer,"Hauser Gasse 19 b, 35578 Wetzlar",https://www.linkedin.com/company/ruhmann-peters-altmeyer,http://www.rpa-kanzlei.de/,kunets@rpa-kanzlei.de,Dogan Bor; Dr. Paul Tritschler; Rostislav Kunets,Fachanwaltschaft Handelsrecht & Gesellschaftsrecht • Fachanwaltschaft Steuerrecht • Erbrecht •  • Transportrecht & Speditionsrecht • Wirtschaftsrecht • Grundstücksrecht & Immobilienrecht • Kaufrecht • Unternehmensrecht & Betriebsnachfolge • Werkvertragsrecht • Allgemeines Vertragsrecht
Rechtsanwälte Schwaninger & Schmale,"Kriegsstr. 45, 76133 Karlsruhe",https://www.linkedin.com/company/schwaninger-&-schmale-rechtsanw%C3%A4lte,http://www.schwaninger-schmale.de/,info@schwaninger-schmale.de,Timo Seßler; Brigitta Schmale; Silke Fichter,Fachanwaltschaft Arbeitsrecht •  • Fachanwaltschaft Sozialrecht • Zivilrecht • Allgemeines Vertragsrecht • Sozialversicherungsrecht • Handelsrecht & Gesellschaftsrecht
Dr. Köhler und Partner,"Friedrichstraße 94, 10117 Berlin",https://de.linkedin.com/in/dr-markus-k%C3%B6hler-a75711124,https://www.koehlerundpartner.info/,info@koehlerundpartner.de,Agnes Maria Wildner; Mathias Schliebe; Thomas B. Ruhland,Baurecht & Architektenrecht • Ausländerrecht & Asylrecht • Erbrecht • Werkvertragsrecht • Migrationsrecht • Mietrecht & Wohnungseigentumsrecht • Zivilrecht • Bankrecht & Kapitalmarktrecht • Strafrecht • Öffentliches Baurecht • Verwaltungsrecht • Öffentliches Recht • Grundstücksrecht & Immobilienrecht •  • Zivilprozessrecht • Allgemeines Vertragsrecht • Datenschutzrecht
Kanzlei Paul - Boubaris - Tsalaganides,"Hölertwiete 4, 21073 Hamburg",https://www.anwalt.de/harburgerkanzlei,http://www.harburgerkanzlei.de/,info@harburgerkanzlei.de,Michael Tsalaganides; Christine Boubaris; Tanja Paul,Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Sozialrecht •  • Datenschutzrecht • Betriebliche Altersversorgung • Schwerbehindertenrecht • Sozialversicherungsrecht • Pflegerecht • Verkehrsrecht • Reiserecht
Kanzlei LCKB,"Bismarckstraße 15, 64293 Darmstadt",https://www.linkedin.com/company/lckb-loesch-caspar-kuznik-brisch,https://kanzlei-bismarckstrasse.de/,info@kanzlei-bismarckstrasse.de,Tobias Brisch; Dirk Zander; Martin Christoph Koch; Julia-Michelle Ristow,Fachanwaltschaft Arbeitsrecht •  • Mietrecht & Wohnungseigentumsrecht • Allgemeines Vertragsrecht • Zivilrecht • Verkehrsrecht • Erbrecht • Unternehmensrecht & Betriebsnachfolge • Handelsrecht & Gesellschaftsrecht • Strafrecht • Grundstücksrecht & Immobilienrecht • Forderungseinzug & Inkassorecht • Ordnungswidrigkeitenrecht • Zivilprozessrecht
PLATO Rechtsanwälte,"Marktstraße 22, 73230 Kirchheim unter Teck",https://www.plato-rechtsanwaelte.de/,http://www.plato-rechtsanwaelte.de/,mail@plato-rechtsanwaelte.de,Rainer Blaß; Katrin Strobel; Dietrich Strobel; Axel Klapatat; Julia Spork; Ömer Savas; Florian Rieleder; Thomas Kögler; Julia Hinderer,Fachanwaltschaft Mietrecht & Wohnungseigentumsrecht • Fachanwaltschaft Arbeitsrecht • Fachanwaltschaft Erbrecht •  • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Strafrecht • Fachanwaltschaft Sozialrecht • Maklerrecht • Wettbewerbsrecht • Sozialversicherungsrecht • Medizinrecht • Versicherungsrecht • Ordnungswidrigkeitenrecht • Schadensersatzrecht & Schmerzensgeldrecht • Insolvenzrecht & Sanierungsrecht • Handelsrecht & Gesellschaftsrecht • Werkvertragsrecht • Kaufrecht • Unternehmensrecht & Betriebsnachfolge • Allgemeines Vertragsrecht
Seidl Hohenbleicher Mirz Rechtsanwälte PartGmbB,"Kobellstr. 1, 80336 München",https://de.linkedin.com/in/dr-vanessa-hohenbleicher-b9816b112,http://www.kanzlei-shm.de/,kontakt@kanzlei-shm.de,Claudia Seidl; Katharina Mirz; Dr. Vanessa Hohenbleicher,Fachanwaltschaft Erbrecht •  • Mediation
Dr. Bock & Collegen Rechtsanwälte,"Hohe Straße 27, 09112 Chemnitz",https://www.linkedin.com/company/dr-bock-collegen-rechtsanwaelte,http://www.bock-rechtsanwaelte.de/,chemnitz@bock-rechtsanwaelte.de,Heike Schreiter-Deck; Hannes Hempel; Katja Biernert; Miko Runkel; Alexander Krauß; Olaf Dietz; Thomas Leibner; Patrick Scheinpflug; Antje Nußmann; Hans Ulrich Biernert; Andreas Erdös; Dana Specht,Fachanwaltschaft Strafrecht • Fachanwaltschaft Baurecht & Architektenrecht • Fachanwaltschaft Bankrecht & Kapitalmarktrecht •  • Fachanwaltschaft Verkehrsrecht • Fachanwaltschaft Sozialrecht • Fachanwaltschaft Medizinrecht • Fachanwaltschaft Steuerrecht • Fachanwaltschaft Arbeitsrecht • Zivilrecht • Handelsrecht & Gesellschaftsrecht • Ordnungswidrigkeitenrecht • Opferhilfe • Mediation • Vergaberecht • Erbrecht • Mietrecht & Wohnungseigentumsrecht • Reiserecht • Allgemeines Vertragsrecht • Verwaltungsrecht • Schadensersatzrecht & Schmerzensgeldrecht • Unterhaltsrecht • Werkvertragsrecht
